,Unnamed: 0,isim,Aciklama,Dil,Star,Fork,Lisans
592,592,floog,Açıklama yok,TSQL,0,1,Apache-2.0
593,593,pygtrie,Python library implementing a trie data structure.,Python,538,105,Apache-2.0
594,594,badwolf-drivers,Açıklama yok,Go,13,2,Apache-2.0
595,595,icing-search,Açıklama yok,0,0,1,Lisans yok
596,596,google-drive-dokany,Açıklama yok,C,13,6,Lisans yok
597,597,tangent,Source-to-Source Debuggable Derivatives in Pure Python,Python,"2,005",280,Apache-2.0
598,598,prog-edu-assistant,Açıklama yok,Jupyter Notebook,10,9,Apache-2.0
599,599,distributed-git-forks,Distributed management of git forks,Shell,8,3,Apache-2.0
600,600,phase-prediction,"Audio samples accompanying ""Learning audio representations via phase prediction"".",HTML,1,1,Apache-2.0
601,601,cpp-from-the-sky-down,Açıklama yok,HTML,111,11,Apache-2.0
602,602,xssxss,make Chrome suspend XScreenSaver during video playback,C,1,1,Apache-2.0
603,603,campaign-manager-bulk-uploader,Reference implementation of a Python and Angular application utilizing the Campaign Manager API to do ad trafficking.,Python,0,4,Apache-2.0
604,604,swift-lldb,This is the version of LLDB that supports the Swift programming language & REPL.,C++,6,210,Lisans yok
605,605,swift-clang,Açıklama yok,C++,4,175,Lisans yok
606,606,swift-llvm,Açıklama yok,LLVM,4,196,Lisans yok
607,607,swift-corelibs-libdispatch,"The libdispatch Project, (a.k.a. Grand Central Dispatch), for concurrency on multicore hardware",C,2,339,Lisans yok
608,608,swift-corelibs-foundation,"The Foundation Project, providing core utilities, internationalization, and OS independence",C,2,901,Lisans yok
609,609,youtube-8m,Starter code for working with the YouTube-8M dataset.,Python,"1,866",787,Apache-2.0
610,610,libcppbor,Açıklama yok,C++,1,1,Apache-2.0
611,611,splot-java,"Splot for Java: An Experimental IoT Machine-to-Machine Library for Monitoring, Control, and Automation",Java,7,6,Apache-2.0
612,612,mr4c,Açıklama yok,Java,888,229,Apache-2.0
613,613,tcp_killer,Shuts down a TCP connection on Linux or macOS. Local and remote endpoint arguments can be copied from the output of 'netstat -lanW'.,Python,142,25,Apache-2.0
614,614,certtostore,Hardware Backed Keys and Certificate Store Management on Windows,Go,16,6,Apache-2.0
615,615,ffn,Flood-Filling Networks for instance segmentation in 3d volumes.,Python,222,70,Apache-2.0
616,616,graph-gen,Açıklama yok,Python,1,4,Apache-2.0
617,617,sa360-bidbyweather,Açıklama yok,JavaScript,0,1,Apache-2.0
618,618,breakpad,"Mirrored from
            
              https://chromium.googlesource.com/breakpad/breakpad",C++,"1,171",377,Lisans yok
619,619,gov-meetings-made-searchable,Make the contents of public meetings searchable and discoverable.,Python,13,4,Apache-2.0
620,620,quiver-log,Logging utility for dart modeled on log4j/logback,Dart,13,13,Lisans yok
621,621,dnsmasq_exporter,dnsmasq exporter for Prometheus,Go,53,23,Apache-2.0
622,622,guava-beta-checker,Açıklama yok,Java,64,12,Apache-2.0
623,623,differential-privacy,Google's C++ differential privacy library.,C++,"1,425",132,Apache-2.0
624,624,forklift,"Forklift is an IndexedDB-specific macrobenchmark that lets us measure progress, guide future optimizations, and detect and respond to stability and performance regressions in IndexedDB implementations.",JavaScript,5,4,BSD-3-Clause
625,625,swiftshader,"Mirrored from
            
              https://swiftshader.googlesource.com/SwiftShader",C++,887,139,Apache-2.0
626,626,netbsd-gce,NetBSD Support for Google Compute Engine,Shell,25,7,BSD-3-Clause
627,627,caja,"Caja is a tool for safely embedding third party HTML, CSS and JavaScript in your website.",Java,977,100,Apache-2.0
628,628,cld3,Açıklama yok,C++,279,73,Apache-2.0
629,629,swift-corelibs-xctest,"The XCTest Project, A Swift core library for providing unit test support",Swift,2,221,Lisans yok
630,630,payjs,Açıklama yok,JavaScript,2,6,Apache-2.0
631,631,gnxi,gNXI Tools - gRPC Network Management/Operations Interface Tools,Go,115,53,Apache-2.0
632,632,btree,Açıklama yok,Go,"1,867",238,Apache-2.0
633,633,intermock,Mocking library to create mock objects with fake data for TypeScript interfaces,TypeScript,217,10,Apache-2.0
634,634,android-classyshark,Analyze any Android/Java based app or game,Java,"6,160",797,Apache-2.0
635,635,gfbuild-SPIRV-Cross,Açıklama yok,0,0,0,Lisans yok
636,636,MOE-py,A system for synchronizing repositories,Java,4,9,Lisans yok
637,637,apis-client-generator,"The Google APIs Client Generator is a tool for generating client libraries for APIs based on the Google API Discovery format. It is based on the same core technology Google uses to publish their API libraries. Current support is for C++, C#/.NET, Dart, Java, Java/GWT, and PHP.",Python,142,46,Apache-2.0
638,638,FluidNet,Accelerating Eulerian Fluid Simulation With Convolutional Networks,Lua,642,123,Lisans yok
639,639,brandometer,Açıklama yok,JavaScript,1,3,Apache-2.0
640,640,gmail-oauth2-tools,Tools and sample code for authenticating to Gmail with OAuth2,Python,203,109,Apache-2.0
641,641,AndroidForegroundCompat,Backported view foreground support for Android 5.0+,Java,45,2,Apache-2.0
642,642,codesearch,"Fast, indexed regexp search over large file trees",Go,"2,121",250,BSD-3-Clause
643,643,cloud-function-edit-drive-permissions,This sample Cloud Function code is designed to remove permissions from a Drive file where the file is visible across the entire domain. The Function is triggered against a Pub/Sub payload that contains Drive document metadata and sharing events that would prompt the Function to execute.,Python,5,5,Apache-2.0
644,644,material-design-lite,Material Design Components in HTML/CSS/JS,HTML,"31,531","5,321",Apache-2.0
645,645,mysql-ripple,"Ripple, a server that can serve as a middleman in MySQL replication",C++,303,33,Apache-2.0
646,646,fusion-tables-archive-visualizer,Açıklama yok,TypeScript,27,8,Apache-2.0
647,647,ts-bridge,Time Series Bridge: a tool to import metrics from one monitoring system to another,Go,19,11,Apache-2.0
648,648,GeoexperimentsResearch,An open-source implementation of the geo experiment analysis methodology developed at Google. Disclaimer: This is not an official Google product.,R,49,30,Apache-2.0
649,649,image-compression,Açıklama yok,C++,60,25,Apache-2.0
650,650,promises,Promises is a modern framework that provides a synchronization construct for Swift and Objective-C.,Objective-C,"3,079",184,Apache-2.0
651,651,highwayhash,Fast strong hash functions: SipHash/HighwayHash,C++,961,125,Apache-2.0
652,652,gdata-python-client,Açıklama yok,HTML,406,219,Lisans yok
653,653,flutter-provide,A simple framework for state management in Flutter.,Dart,729,42,Lisans yok
654,654,goexpect,Expect for Go,Go,412,74,BSD-3-Clause
655,655,ngrx-visualizer,Açıklama yok,TypeScript,8,3,Apache-2.0
656,656,google-my-business-samples,Code samples in various languages for the Google My Business API.,JavaScript,12,10,Apache-2.0
657,657,fusion-tables-drive-export,Açıklama yok,TypeScript,1,1,Apache-2.0
658,658,clusterfuzz-tools,Bugs are inevitable. Suffering is optional.,Python,111,41,Apache-2.0
659,659,pixelvisualcorecamera,Açıklama yok,Java,80,25,Apache-2.0
660,660,vim-searchindex,vim-searchindex: display number of search matches & index of a current match,Vim script,292,21,Apache-2.0
661,661,ansicolor-dart,Açıklama yok,Dart,41,17,Apache-2.0
662,662,retrieval-qa-eval,Açıklama yok,Python,20,4,Apache-2.0
663,663,pkcs11test,PKCS#11 Test Suite,C++,41,38,Apache-2.0
664,664,go-tika,Go package for using Apache Tika,Go,85,17,Apache-2.0
665,665,aistreamer,Google AIStreamer,C++,40,19,Lisans yok
666,666,cap-library,Common Alerting Protocol Library,HTML,64,26,Apache-2.0
667,667,language-resources,Datasets and tools for basic natural language processing.,Python,197,69,Apache-2.0
668,668,macops,"Utilities, tools, and scripts for managing and tracking a fleet of Macintoshes in a corporate environment",Python,732,82,Apache-2.0
669,669,walk,Plan 9 style utilities to replace find(1),C,11,3,Apache-2.0
670,670,transperf,a tool for testing transport protocol performance over emulated network scenarios,Python,76,4,Apache-2.0
671,671,pulito,Conventions and structure for a Vanilla JS application with a supporting webpack config.,JavaScript,29,5,Lisans yok
672,672,neural_rerendering_in_the_wild,Açıklama yok,Python,121,13,Apache-2.0
673,673,Accessibility-Test-Framework-for-Android,Açıklama yok,Java,170,51,Apache-2.0
674,674,stijl,Unified code review dashboard.,JavaScript,31,10,Apache-2.0
675,675,emoji-scavenger-hunt,Emoji Scavenger Hunt is an experiment that leverages the power of neural networks and your phone’s camera to identify the real world versions of the emojis we use every day.,TypeScript,722,176,Apache-2.0
676,676,ihmehimmeli,Açıklama yok,C++,88,12,Apache-2.0
677,677,lvmd,LVMd – the gRPC Wrapper for LVM,Go,12,16,Apache-2.0
678,678,compare_gan,Compare GAN code.,Python,"1,476",294,Apache-2.0
679,679,TextNormalizationCoveringGrammars,Covering grammars for English and Russian text normalization,Makefile,30,6,Apache-2.0
680,680,googlesource-auth-tools,Açıklama yok,Go,4,1,Apache-2.0
681,681,paco,The Paco behavioral science mobile research platform,Objective-C,311,106,Apache-2.0
682,682,crclib.dart,Açıklama yok,Dart,8,12,Apache-2.0
683,683,rxcppuniq,Açıklama yok,C++,2,2,Apache-2.0
684,684,live-transcribe-speech-engine,Live Transcribe is an Android application that provides real-time captioning for people who are deaf or hard of hearing. This repository contains the Android client libraries for communicating with Google's Cloud Speech API that are used in Live Transcribe.,Java,957,150,Apache-2.0
685,685,hypebot,#HypeBotHype,Python,12,7,Apache-2.0
686,686,gps-measurement-tools,Açıklama yok,Java,339,201,Apache-2.0
687,687,GSCXScanner,iOS Accessibility Scanner,Objective-C,80,9,Apache-2.0
688,688,scaaml,Açıklama yok,Jupyter Notebook,3,2,Apache-2.0
689,689,poseshield-tfjs,Açıklama yok,Vue,9,2,Apache-2.0
690,690,go-cmdtest,This package simplifies testing of command-line interfaces.,Go,20,4,Apache-2.0
691,691,webauthndemo,An example Java Relying Party implementation of the WebAuthn specification,Java,203,66,Apache-2.0
692,692,go-replayers,Açıklama yok,Go,243,14,Apache-2.0
693,693,play-work,Açıklama yok,Java,60,37,Apache-2.0
694,694,react-schemaorg,Type-checked Schema.org JSON-LD for React,TypeScript,113,7,Apache-2.0
695,695,process.dart,Açıklama yok,Dart,18,15,BSD-3-Clause
696,696,flutter_minimal_store,Açıklama yok,Dart,9,4,Apache-2.0
697,697,charted,Visualization toolkit for Dart language,Dart,145,64,Lisans yok
698,698,android-key-attestation,Açıklama yok,Java,43,17,Apache-2.0
699,699,boundedwait,Açıklama yok,Go,0,1,Apache-2.0
700,700,scrollytell,tiny mobile-friendly scrollytelling library,TypeScript,21,2,Apache-2.0
701,701,minetest_pnr,Place & Router for Minetest,Rust,2,1,Apache-2.0
702,702,fleetspeak-doc,Açıklama yok,Dil yok,0,1,Lisans yok
703,703,webkit_inspection_protocol.dart,A client for the Webkit Inspection Protocol (WIP).,Dart,6,16,Lisans yok
704,704,go-querystring,go-querystring is Go library for encoding structs into URL query parameters.,Go,994,111,BSD-3-Clause
705,705,u2f-ref-code,U2F reference implementations,JavaScript,530,172,BSD-3-Clause
706,706,earthstudio-ffmpeg-automator,Açıklama yok,Shell,4,2,Apache-2.0
707,707,knusperli,A deblocking JPEG decoder,C++,404,22,Apache-2.0
708,708,bi-tempered-loss,Robust Bi-Tempered Logistic Loss Based on Bregman Divergences. https://arxiv.org/pdf/1906.03361.pdf,Python,80,14,Apache-2.0
709,709,libnop,libnop: C++ Native Object Protocols,C++,304,30,Lisans yok
710,710,mannequinchallenge,"Inference code and trained models for ""Learning the Depths of Moving People by Watching Frozen People.""",Python,297,55,Apache-2.0
711,711,quic-trace,Library and tools for transcribing QUIC connections.,C++,69,17,Apache-2.0
712,712,tpm-js,Learn how to use your Trusted Platform Module (TPM),C++,37,13,Apache-2.0
713,713,rtc-video-quality,Compare (Real-Time) Video Codec Performance,Python,73,27,Apache-2.0
714,714,page-timer,A personal time-tracking Chrome extension,JavaScript,72,34,Apache-2.0
715,715,codeu_project_2017,CODEU is a program created by Google to develop the skills of future software engineers. This project is a playground for those looking to develop their coding and software engineering skills.,Java,87,112,Apache-2.0
716,716,kafel,A language and library for specifying syscall filtering policies.,C,176,38,Apache-2.0
717,717,dpy,Python Inversion of Control (AKA Dependency Injection!),Python,56,11,MIT
718,718,google-drive-proxy,"Google Drive Proxy is a Windows service that provides a simpler interface to the Google Drive API for other applications. It transparently handles authentication, synchronization and managing a cache of downloaded files.",C#,56,30,Apache-2.0
719,719,crunchy,CrunchyCrypt - Safe and Simple Cryptography,C++,118,13,Apache-2.0
720,720,google-drive-shell-extension,Google Drive Shell Extension is a Shell Namespace Extension for Microsoft Windows. It creates a virtual folder on My Computer that allows the user to interact with his Google Drive account transparently through Windows Explorer.,C++,111,46,Apache-2.0
721,721,dimsum,Portable C++ SIMD library,C++,129,19,Apache-2.0
722,722,processingjs-ide,A lightweight browser-based IDE for Processing.js with Japanese translation,JavaScript,11,7,Apache-2.0
723,723,etc2comp,Açıklama yok,C++,267,74,Apache-2.0
724,724,mozc,Mozc - a Japanese Input Method Editor designed for multi-platform,C++,632,131,BSD-3-Clause
725,725,rappor,RAPPOR: Privacy-Preserving Reporting Algorithms,R,679,130,Apache-2.0
726,726,pam-cryptsetup,Automatic LUKS header updates via PAM,C,15,13,Apache-2.0
727,727,tcmalloc,Açıklama yok,0,0,0,Lisans yok
728,728,compynator,A pure Python implementation of parser combinators with asymptotically best performance and support for context-sensitive or ambiguous grammars.,Python,4,1,Apache-2.0
729,729,security-crawl-maze,Security Crawl Maze is a comprehensive testbed for web security crawlers. It contains pages representing many ways in which one can link resources from a valid HTML document.,HTML,58,5,Apache-2.0
730,730,ffcc,Fast Fourier Color Constancy: an auto white balance solution with machine learning in Fourier space,MATLAB,90,46,Apache-2.0
731,731,python-subprocess32,A backport of the Python 3 subprocess module for use on Python 2.,Python,158,42,Lisans yok
732,732,gtest-parallel,Run Google Test suites in parallel.,Python,202,63,Apache-2.0
733,733,inspectorspacetime,Inject motion specs into reference video to become an engineer's best friend,JavaScript,104,14,Apache-2.0
734,734,copper,Copper is a module aimed at providing low-level hardware abstraction layers (HAL) as Python modules.,Python,6,4,Apache-2.0
735,735,namebench,namebench,Go,694,110,Apache-2.0
736,736,mozc-devices,Automatically exported from code.google.com/p/mozc-morse,Python,744,84,Apache-2.0
737,737,cpix_cc,A C++ implementation of CPIX specification for the exchange of encryption keys and DRM information.,C++,4,3,Apache-2.0
738,738,vim-coverage,Açıklama yok,Vim script,69,12,Apache-2.0
739,739,php-photoslibrary,PHP client library for the Google Photos Library API,PHP,42,24,Apache-2.0
740,740,subpar,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,Python,352,61,Apache-2.0
741,741,intellij-protocol-buffer-editor,Protocol Buffers support for IntelliJ,Java,11,2,Apache-2.0
742,742,vim-codereview,Açıklama yok,Vim script,58,10,Apache-2.0
743,743,vim-maktaba,Consistent Vimscript,Vim script,533,44,Apache-2.0
744,744,vim-selector,Açıklama yok,Vim script,12,4,Apache-2.0
745,745,vim-syncopate,Make it easy to share beautiful code. DISCLAIMER: This is not an official Google product.,Vim script,81,12,Apache-2.0
746,746,vim-glaive,Açıklama yok,Vim script,67,18,Apache-2.0
747,747,gousb,gousb provides low-level interface for accessing USB devices,Go,340,54,Apache-2.0
748,748,upvote,A multi-platform binary whitelisting solution,Python,392,24,Apache-2.0
749,749,cssi-labs,Açıklama yok,HTML,15,58,Apache-2.0
750,750,liquidfun,2D physics engine for games,C++,"3,910",531,Lisans yok
751,751,sre_yield,Python module to generate regular all expression matches,Python,124,29,Apache-2.0
752,752,customer-match-upload-script,Açıklama yok,Python,2,1,Apache-2.0
753,753,grpc-kapt,Annotation driven gRPC clients & servers in Kotlin,Kotlin,9,2,Apache-2.0
754,754,swift-package-manager,The Package Manager for the Swift Programming Language,Swift,5,916,Lisans yok
755,755,google-id-token,Automatically exported from code.google.com/p/google-id-token,Ruby,45,37,Apache-2.0
756,756,winops,Small scripts and libraries for managing Windows in a corporate environment.,Python,37,10,Apache-2.0
757,757,webview-local-server,Açıklama yok,Java,99,46,Apache-2.0
758,758,import-mailbox-to-gmail,Import .mbox files into G Suite,Python,246,66,Apache-2.0
759,759,macops-MOLAuthenticatingURLSession,A wrapper around NSURLSession providing validation of server certificates and easy-to-use client certificate authentication.,Objective-C,13,9,Apache-2.0
760,760,dokka,Documentation Engine for Kotlin,Kotlin,10,146,Apache-2.0
761,761,macops-MOLXPCConnection,An NSXPCConnection wrapper that does signature validation,Objective-C,12,9,Apache-2.0
762,762,kleaver,Kleaver is an experimental tool for managing out-of-tree kernel modules.,C,4,3,GPL-2.0
763,763,gocw,go library for ChipWhisperer hardware security platform,Go,5,1,Apache-2.0
764,764,pyctr,Açıklama yok,Python,9,2,Apache-2.0
765,765,jse4conf,Açıklama yok,Java,0,1,Apache-2.0
766,766,certificate-transparency,Auditing for TLS certificates.,C++,695,261,Apache-2.0
767,767,compact_enc_det,compact_enc_det - Compact Encoding Detection,C++,96,49,Apache-2.0
768,768,usbtool,"A tool to enumerate, list and monitor USB devices connected to a Linux host.",C,10,6,Apache-2.0
769,769,spherical-harmonics,Spherical harmonics library,C++,253,60,Lisans yok
770,770,startup-os,Working examples of Google's Open Source stack and deployment to the cloud.,Java,482,94,Apache-2.0
771,771,platform.dart,A generic platform abstraction for Dart,Dart,29,14,BSD-3-Clause
772,772,gif-for-cli,Açıklama yok,Python,"2,592",138,Apache-2.0
773,773,blockly-android,Blockly for Android,Java,591,190,Apache-2.0
774,774,multichannel-audio-tools,Açıklama yok,C++,16,10,Apache-2.0
775,775,data-layer-helper,JavaScript library for working with dataLayer message queues.,JavaScript,270,67,Lisans yok
776,776,android-kerberos-authenticator,Açıklama yok,Java,6,1,Apache-2.0
777,777,razorback-minimal-driver,Açıklama yok,C,2,1,GPL-2.0
778,778,uiimage-additions,A collection of miscellaneous utility methods for UIImage for memory-efficient image transformations.,Objective-C,17,6,Apache-2.0
779,779,emitto,Açıklama yok,Go,10,1,Apache-2.0
780,780,grinder.dart,"Dart workflows, automated",Dart,132,28,Lisans yok
781,781,google-authenticator-android,Open source fork of the Google Authenticator Android app,Java,"1,107",363,Apache-2.0
782,782,stereo-magnification,"Code accompanying the SIGGRAPH 2018 paper ""Stereo Magnification: Learning View Synthesis using Multiplane Images""",Python,218,50,Apache-2.0
783,783,play-licensing,Google Play licensing service client library,Java,62,37,Apache-2.0
784,784,santa-tracker-android,Ho Ho Ho,Java,"1,955",373,Lisans yok
785,785,innsbruck-thermal-test-library,Açıklama yok,C++,1,1,Apache-2.0
786,786,ldpush,A cross-vendor network device configuration distribution tool,Python,32,18,Apache-2.0
787,787,googlemock,Google Mock,Dil yok,387,222,Lisans yok
788,788,google-reauth-python,Açıklama yok,Python,5,6,Apache-2.0
789,789,battery-historian,"Battery Historian is a tool to analyze battery consumers using Android ""bugreport"" files.",Go,"4,426",816,Lisans yok
790,790,graph_distillation,Graph Distillation for Action Detection,Python,46,11,Apache-2.0
791,791,argon,Campaign Manager & DV360 Reports to BigQuery connector,JavaScript,7,6,Apache-2.0
792,792,byterun,A Python implementation of a Python bytecode runner,Python,8,181,Lisans yok
793,793,vscode-bigquery,A Visual Studio Code plugin for running BigQuery queries.,TypeScript,47,8,Apache-2.0
794,794,wear-sensors,Açıklama yok,Java,43,19,Lisans yok
795,795,wear-screeninfo,Android Wear ScreenInfo,Java,29,9,Lisans yok
796,796,wear-displaylock,Açıklama yok,Java,3,7,Lisans yok
797,797,uuid,Go package for UUIDs based on RFC 4122 and DCE 1.1: Authentication and Security Services.,Go,"1,589",162,BSD-3-Clause
798,798,audio-to-tactile,Açıklama yok,C,5,2,Apache-2.0
799,799,goterm,Go Terminal library with PTY support and colors,Go,150,22,BSD-3-Clause
800,800,telluride_decoding,Açıklama yok,Python,4,3,Apache-2.0
801,801,webdriver.dart,Dart WebDriver client,Dart,79,50,Apache-2.0
802,802,dart-json_diff,Açıklama yok,Dart,19,12,Apache-2.0
803,803,cm-user-tool,Açıklama yok,JavaScript,1,1,Apache-2.0
804,804,dart-scissors,"sCiSSors: smarter resources for Angular(1,2) apps: CSS pruner & bidirectionalizer, Sass runner, image optimizer, locale permutations",Dart,29,33,Apache-2.0
805,805,science-journal-arduino,Science Journal Arduino Firmware,C,138,65,Apache-2.0
806,806,nel-collector,Network Error Logging (NEL) collector,Go,12,11,Apache-2.0
807,807,hashtable-benchmarks,Açıklama yok,Jupyter Notebook,52,9,Apache-2.0
808,808,cpp-async-rpc,"Library for Asynchronicity, Serialization and Remoting",C++,26,8,Lisans yok
809,809,spectral-density,Hessian spectral density estimation in TF,Python,15,4,Apache-2.0
810,810,php-crc32,"PHP CRC32 implementations (support all crc32 polynomials, and hardware acceleration)",PHP,53,3,Apache-2.0
811,811,google-api-cpp-client,The core C++ SK for using Google APIs,C++,281,107,Apache-2.0
812,812,in-silico-labeling,Code for In silico labeling: Predicting fluorescent labels in unlabeled images,Python,202,66,Apache-2.0
813,813,safebrowsing,Safe Browsing API Go Client,Go,308,100,Apache-2.0
814,814,flight-lab,Açıklama yok,Python,7,8,Apache-2.0
815,815,libcxx,libc++; cloned from http://llvm.org/git/libcxx.git,C++,144,65,Lisans yok
816,816,vectorio,Library for Go (golang) to implement writev system call (not an official Google product),Go,62,7,Apache-2.0
817,817,macops-molcodesignchecker,Simple Objective-C code signature validation,Objective-C,20,16,Apache-2.0
818,818,macops-molcertificate,Objective-C wrapper around SecCertificateRef,Objective-C,26,12,Apache-2.0
819,819,dart-glfw,"Dart bindings for GLFW, a multiplatform library for creating windows with OpenGL contexts.",C++,23,13,BSD-3-Clause
820,820,dart-gl,OpenGL ES 2.0 Dart Native Extension,C++,62,14,BSD-3-Clause
821,821,vim-colorscheme-primary,"Primary, a Vim color scheme based on Google's colors",Vim script,244,27,Apache-2.0
822,822,hrx,HRX (Human-Readable Archive): a plain text archive format,Dil yok,13,4,Lisans yok
823,823,open-vcdiff,An encoder/decoder for the VCDIFF (RFC3284) format,C++,123,48,Apache-2.0
824,824,openjdk-kerberos,Açıklama yok,Java,0,2,GPL-2.0
825,825,android-management-api-samples,Açıklama yok,Jupyter Notebook,10,11,Apache-2.0
826,826,piex,Preview Image Extractor (PIEX),C++,37,19,Apache-2.0
827,827,proto-task-queue,Açıklama yok,Python,2,3,Apache-2.0
828,828,astc-codec,A software ASTC decoder implementation which supports the ASTC LDR profile,C++,29,17,Apache-2.0
829,829,atlassian-addons-audit-sheet,"This tool will synchronize the list of Enabled User-Installed plugins in JIRA, Confluence, and Bitbucket with a Google Sheet for documentation and auditing.",Python,4,8,Lisans yok
830,830,git-appraise,Distributed code review system for Git repos,Go,"4,158",130,Apache-2.0
831,831,cauliflowervest,"App Engine-based escrow solution for enterprise management of disk encryption technologies for OS X (FileVault 2), Windows (BitLocker), and Linux (LUKS).",Python,265,40,Apache-2.0
832,832,cocoapods-size,Measure the final binary size for the given set of Cocoapods.,Python,153,8,Apache-2.0
833,833,tf_mesh_renderer,"A differentiable, 3D mesh renderer using TensorFlow.",Python,320,85,Apache-2.0
834,834,vim-ft-go,Açıklama yok,Vim script,47,9,BSD-3-Clause
835,835,protorpc,Açıklama yok,Python,59,38,Apache-2.0
836,836,gcm,Google Cloud Messaging - client libraries and sample implementations,Java,820,550,Apache-2.0
837,837,kiwi-solver,Kiwi is a minimalist and extendable Constraint Programming (CP) solver.,Java,31,8,Apache-2.0
838,838,cssi-blogasaurus,A sample web app project from the Computer Science Summer Institute.,HTML,3,7,Apache-2.0
839,839,gpu-emulation-stress-test,Açıklama yok,C++,42,15,Apache-2.0
840,840,rust-shell,Helper library for std::process::Command to write shell script like tasks in rust,Rust,111,7,Apache-2.0
841,841,importlab,A library that automatically infers dependencies for Python files,Python,70,16,Apache-2.0
842,842,git-pull-request-mirror,Mirror pull requests into git-appraise,Go,65,12,Apache-2.0
843,843,git-phabricator-mirror,Mirror source code metadata between git-notes and Phabricator,Go,23,11,Apache-2.0
844,844,prometheus-slo-burn-example,"An end to end example of implementing SLOs with prometheus, grafana and Go.",Go,29,6,Apache-2.0
845,845,powered-caster-vehicle,Açıklama yok,C++,5,2,Apache-2.0
846,846,makerspace-partsbin,Açıklama yok,Python,12,8,CC-BY-4.0
847,847,cameraview,[DEPRECATED] Easily integrate Camera features into your Android app,Java,"4,610","1,020",Apache-2.0
848,848,bookbot-navigation,Açıklama yok,C++,2,4,Apache-2.0
849,849,chive-varying-prosody-icml-2019,"This repository contains audio samples that go with the ICML 2019 paper, ""CHiVE: Varying Prosody in Speech Synthesis with a Linguistically Driven Dynamic Hierarchical Conditional Variational Network"", V. Wan, C.-a. Chan, T. Kenter, J. Vit and R. A. J. Clark.",HTML,3,3,Apache-2.0
850,850,codeu-starter-project,Açıklama yok,Java,8,18,Apache-2.0
851,851,coapblaster,A Java Library for implementing CoAP clients and servers.,Java,17,4,Apache-2.0
852,852,hrx-ruby,A Ruby implementation of the HRX format,Ruby,5,3,Apache-2.0
853,853,github-owners-bot,Açıklama yok,JavaScript,35,11,Apache-2.0
854,854,pytruth,Assertion framework for Python unit tests,Python,90,18,Apache-2.0
855,855,adb-sync,Açıklama yok,Python,712,106,Apache-2.0
856,856,canvas-5-polyfill,HTML 5 Canvas Polyfill,JavaScript,166,48,Lisans yok
857,857,android-wear-stitch-script,Açıklama yok,Python,22,12,Apache-2.0
858,858,pik,A new lossy/lossless image format for photos and the internet,C++,728,49,MIT
859,859,python-laurel,Python control of C by GE Bluetooth lightbulbs,Python,15,2,Apache-2.0
860,860,lullaby,A collection of C++ libraries designed to help teams develop virtual and augmented reality experiences,C++,967,134,Apache-2.0
861,861,ftc-object-detection,Object detection with machine learning for FTC!,C++,19,20,Apache-2.0
862,862,mathfu,C++ math library developed primarily for games focused on simplicity and efficiency.,C++,"1,001",143,Apache-2.0
863,863,squires,Self-documenting command line interfaces for Python,Python,9,8,Apache-2.0
864,864,web-activities,Açıklama yok,JavaScript,38,14,Apache-2.0
865,865,keyczar,Easy-to-use crypto toolkit,Dil yok,"1,098",163,Lisans yok
866,866,farmhash,Automatically exported from code.google.com/p/farmhash,C++,409,62,Lisans yok
867,867,neural-logic-machines,Implementation for the Neural Logic Machines (NLM).,Python,146,22,Apache-2.0
868,868,sha1dc-jni,Açıklama yok,Java,1,2,Apache-2.0
869,869,flatui,Efficient Immediate Mode UI for Games,C++,493,57,Apache-2.0
870,870,fplbase,Cross platform low level rendering and I/O library,C++,172,41,Apache-2.0
871,871,motive,"A cross-platform, memory efficient, and performant animation system written in C++",C++,164,40,Apache-2.0
872,872,wayback-machine-button,Chrome extension to reopen the current page in the Wayback Machine,JavaScript,5,5,Apache-2.0
873,873,expt-analysis,Açıklama yok,Python,3,3,Apache-2.0
874,874,chromeosnavigationdemo,Açıklama yok,Kotlin,1,2,Lisans yok
875,875,github-issue-mover,Making it easy to migrate issues between repos.,Dart,614,71,Apache-2.0
876,876,citest,Library and tools that facilitate writing integration-tests for cloud services,Python,57,41,Apache-2.0
877,877,proto-quic,Açıklama yok,Dil yok,"1,139",280,Lisans yok
878,878,idaidle,A plugin for the commercial IDA Pro disassembler that warns users if they leave their instance idling for too long.,CMake,18,7,Apache-2.0
879,879,pawn,Extract BIOS firmware from Intel-based workstations and laptops,C++,166,41,Apache-2.0
880,880,acai,Testing library for JUnit4 and Guice.,Java,61,25,Apache-2.0
881,881,gjstest,A fast javascript unit testing framework that runs on the V8 engine.,C++,113,47,Apache-2.0
882,882,pikov,Tool to create and edit Pikov pixel art Markov chain animations.,Jupyter Notebook,12,6,Apache-2.0
883,883,open-location-code-swift,"Swift implementation of Open Location Code (Plus Codes). Supports Swift and Objective-C for iOS, macOS, tvOS and watchOS, and Swift for Linux.",Swift,29,12,Apache-2.0
884,884,godepq,Açıklama yok,Go,324,25,MIT
885,885,harpia,Inhouse Kubernetes Cluster,Shell,10,5,Apache-2.0
886,886,pjflate,Açıklama yok,Java,2,2,Apache-2.0
887,887,us-altgr-intl,Açıklama yok,Perl,10,7,Apache-2.0
888,888,error-prone-javac,A mirror of the OpenJDK langtools repository,Java,32,17,GPL-2.0
889,889,iosched-ios,The Google I/O iOS app,Swift,184,37,Apache-2.0
